driveWorkAccessibility,0.9945742186878508,0.00033281820113486335
driveSecondaryAccessibility,0.8939056691215748,0.0016677362638892557
transitWorkAccessibility,1.0000021150160918,5.879467686436078e-10
transitSecondaryAccessibility,1.0000009883193004,1.2286713789111168e-10
averageVehicleDelayPerPassengerTrip,0.7907172811486625,0.07843933916632424
motorizedVehicleMilesTraveled_total,nan,nan
busCrowding,1.3908840879585913,0.0020674387448531037
averageTravelCostBurden_Work,0.8061032606751112,0.07014766557260177
averageTravelCostBurden_Secondary,1.708345170984873,1.1030364847826444
costBenefitAnalysis,0.07765234587110745,2.0252181069934186e-07
sustainability_GHG,0.6361203813885267,0.02942642669320392
sustainability_PM,0.0,0.0
TollRevenue,30797.49748155587,1180958043.6284626
VMT,59913.08694484859,355794182.369396
