driveWorkAccessibility,0.9925908838947121,0.014592982098266948
driveSecondaryAccessibility,0.885340723321903,0.041150597949200014
transitWorkAccessibility,1.0000002831520027,4.652662173940235e-06
transitSecondaryAccessibility,1.0000002831520027,4.652662173940235e-06
averageVehicleDelayPerPassengerTrip,0.7247601681652075,0.32172897341263923
motorizedVehicleMilesTraveled_total,nan,nan
busCrowding,1.384728020010948,0.05327654183942468
averageTravelCostBurden_Work,0.9082966190633439,0.30020808138327215
averageTravelCostBurden_Secondary,2.0584282004753884,1.348416005915562
costBenefitAnalysis,0.07758927857285526,9.435042072088205e-05
sustainability_GHG,0.566104355525591,0.1956086568982986
sustainability_PM,0.0,0.0
TollRevenue,44429.148228782244,36555.097478935706
